name	permalink	homepage_url	category_list	funding_total_usd	status	country_code	state_code	region	city	funding_rounds	founded_at	first_funding_at	last_funding_at	investor	unedited_categories	raised_amount_usd
Airtable	/organization/airtable	https://airtable.com/	Visualization|Mobile	10600000	operating	USA	CA	SF Bay Area	San Francisco	3	2012-01-01	2013-03-18	2015-06-29	Kevin Mahaffey	Business Productivity|Data Visualization|Mobile|Productivity Software|Software	7600000
Airtable	/organization/airtable	https://airtable.com/	Visualization|Mobile	10600000	operating	USA	CA	SF Bay Area	San Francisco	3	2012-01-01	2013-03-18	2015-06-29	Michael Birch	Business Productivity|Data Visualization|Mobile|Productivity Software|Software	3000000
Airtable	/organization/airtable	https://airtable.com/	Visualization|Mobile	10600000	operating	USA	CA	SF Bay Area	San Francisco	3	2012-01-01	2013-03-18	2015-06-29	Othman Laraki	Business Productivity|Data Visualization|Mobile|Productivity Software|Software	3000000
Airtable	/organization/airtable	https://airtable.com/	Visualization|Mobile	10600000	operating	USA	CA	SF Bay Area	San Francisco	3	2012-01-01	2013-03-18	2015-06-29	Raymond Tonsing	Business Productivity|Data Visualization|Mobile|Productivity Software|Software	7600000
Airtable	/organization/airtable	https://airtable.com/	Visualization|Mobile	10600000	operating	USA	CA	SF Bay Area	San Francisco	3	2012-01-01	2013-03-18	2015-06-29	Shan Mehta	Business Productivity|Data Visualization|Mobile|Productivity Software|Software	3000000
Airtable	/organization/airtable	https://airtable.com/	Visualization|Mobile	10600000	operating	USA	CA	SF Bay Area	San Francisco	3	2012-01-01	2013-03-18	2015-06-29	Villi Iltchev	Business Productivity|Data Visualization|Mobile|Productivity Software|Software	3000000
Alation	/organization/alation	http://alation.com/	Big Data|Databases|IT	9000000	operating	USA	CA	SF Bay Area	Redwood City	1	2012-01-01	2015-03-04	2015-03-04	Andreessen Horowitz	Big Data|Databases|Information Technology|Technology	9000000
Alation	/organization/alation	http://alation.com/	Big Data|Databases|IT	9000000	operating	USA	CA	SF Bay Area	Redwood City	1	2012-01-01	2015-03-04	2015-03-04	Bloomberg Beta	Big Data|Databases|Information Technology|Technology	9000000
Alation	/organization/alation	http://alation.com/	Big Data|Databases|IT	9000000	operating	USA	CA	SF Bay Area	Redwood City	1	2012-01-01	2015-03-04	2015-03-04	Costanoa Venture Capital	Big Data|Databases|Information Technology|Technology	9000000
Alation	/organization/alation	http://alation.com/	Big Data|Databases|IT	9000000	operating	USA	CA	SF Bay Area	Redwood City	1	2012-01-01	2015-03-04	2015-03-04	Data Collective	Big Data|Databases|Information Technology|Technology	9000000
Alation	/organization/alation	http://alation.com/	Big Data|Databases|IT	9000000	operating	USA	CA	SF Bay Area	Redwood City	1	2012-01-01	2015-03-04	2015-03-04	General Catalyst Partners	Big Data|Databases|Information Technology|Technology	9000000
Altiscale	/organization/altiscale	http://www.altiscale.com	Big Data	42000000	operating	USA	CA	SF Bay Area	Palo Alto	2	2012-01-01	2013-06-13	2014-11-26	AME Cloud Ventures	Big Data	12000000
Altiscale	/organization/altiscale	http://www.altiscale.com	Big Data	42000000	operating	USA	CA	SF Bay Area	Palo Alto	2	2012-01-01	2013-06-13	2014-11-26	Accel	Big Data	12000000
Altiscale	/organization/altiscale	http://www.altiscale.com	Big Data	42000000	operating	USA	CA	SF Bay Area	Palo Alto	2	2012-01-01	2013-06-13	2014-11-26	Accel	Big Data	30000000
Altiscale	/organization/altiscale	http://www.altiscale.com	Big Data	42000000	operating	USA	CA	SF Bay Area	Palo Alto	2	2012-01-01	2013-06-13	2014-11-26	General Catalyst Partners	Big Data	12000000
Altiscale	/organization/altiscale	http://www.altiscale.com	Big Data	42000000	operating	USA	CA	SF Bay Area	Palo Alto	2	2012-01-01	2013-06-13	2014-11-26	General Catalyst Partners	Big Data	30000000
Altiscale	/organization/altiscale	http://www.altiscale.com	Big Data	42000000	operating	USA	CA	SF Bay Area	Palo Alto	2	2012-01-01	2013-06-13	2014-11-26	Northgate Capital	Big Data	30000000
Altiscale	/organization/altiscale	http://www.altiscale.com	Big Data	42000000	operating	USA	CA	SF Bay Area	Palo Alto	2	2012-01-01	2013-06-13	2014-11-26	Sequoia Capital	Big Data	12000000
Altiscale	/organization/altiscale	http://www.altiscale.com	Big Data	42000000	operating	USA	CA	SF Bay Area	Palo Alto	2	2012-01-01	2013-06-13	2014-11-26	Sequoia Capital	Big Data	30000000
Altiscale	/organization/altiscale	http://www.altiscale.com	Big Data	42000000	operating	USA	CA	SF Bay Area	Palo Alto	2	2012-01-01	2013-06-13	2014-11-26	Wildcat Venture Partners	Big Data	30000000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Albert Sheu	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Andrew Valiente	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	AngelList	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Arram Sabeti	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Beenos Partners	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Charlie Cheever	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Chung-Man Tam	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Costanoa Venture Capital	Enterprise Software	4000000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	DDBK PARTNERS	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Dana Marotto	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Farzad _Zod_ Nazem	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	GCINNOVATION	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Google Ventures	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Hart Lambur	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Jeff Arnold	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Jotter Investment	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Ken Ross	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Maverick Capital	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Merus Capital	Enterprise Software	
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Merus Capital	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Noosheen Hashemi	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Oliver Jung	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Raj Fernando	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Starling Ventures	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Start Fund	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Steven Fan	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Timothy Abbott	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Ting Yin Kwan	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Waseem Daher	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Wayne Pan	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	XG Ventures	Enterprise Software	
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	XG Ventures	Enterprise Software	2100000
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Y Combinator	Enterprise Software	
Apptimize	/organization/apptimize	http://apptimize.com	Enterprise Software	6100000	operating	USA	CA	SF Bay Area	Menlo Park	4	2013-01-01	2013-06-01	2015-02-17	Y Combinator	Enterprise Software	2100000
Ayasdi	/organization/ayasdi	http://www.ayasdi.com	Analytics|Big Data|Visualization|Machine Learning	106348982	operating	USA	CA	SF Bay Area	Menlo Park	7	2008-01-01	2010-09-01	2015-03-25	Centerview Capital	Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning	55000000
Ayasdi	/organization/ayasdi	http://www.ayasdi.com	Analytics|Big Data|Visualization|Machine Learning	106348982	operating	USA	CA	SF Bay Area	Menlo Park	7	2008-01-01	2010-09-01	2015-03-25	Citi Ventures	Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning	30600000
Ayasdi	/organization/ayasdi	http://www.ayasdi.com	Analytics|Big Data|Visualization|Machine Learning	106348982	operating	USA	CA	SF Bay Area	Menlo Park	7	2008-01-01	2010-09-01	2015-03-25	Citi Ventures	Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning	55000000
Ayasdi	/organization/ayasdi	http://www.ayasdi.com	Analytics|Big Data|Visualization|Machine Learning	106348982	operating	USA	CA	SF Bay Area	Menlo Park	7	2008-01-01	2010-09-01	2015-03-25	Draper Nexus Ventures	Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning	55000000
Ayasdi	/organization/ayasdi	http://www.ayasdi.com	Analytics|Big Data|Visualization|Machine Learning	106348982	operating	USA	CA	SF Bay Area	Menlo Park	7	2008-01-01	2010-09-01	2015-03-25	FLOODGATE	Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning	
Ayasdi	/organization/ayasdi	http://www.ayasdi.com	Analytics|Big Data|Visualization|Machine Learning	106348982	operating	USA	CA	SF Bay Area	Menlo Park	7	2008-01-01	2010-09-01	2015-03-25	FLOODGATE	Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning	10000000
Ayasdi	/organization/ayasdi	http://www.ayasdi.com	Analytics|Big Data|Visualization|Machine Learning	106348982	operating	USA	CA	SF Bay Area	Menlo Park	7	2008-01-01	2010-09-01	2015-03-25	FLOODGATE	Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning	182000
Ayasdi	/organization/ayasdi	http://www.ayasdi.com	Analytics|Big Data|Visualization|Machine Learning	106348982	operating	USA	CA	SF Bay Area	Menlo Park	7	2008-01-01	2010-09-01	2015-03-25	FLOODGATE	Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning	30600000
Ayasdi	/organization/ayasdi	http://www.ayasdi.com	Analytics|Big Data|Visualization|Machine Learning	106348982	operating	USA	CA	SF Bay Area	Menlo Park	7	2008-01-01	2010-09-01	2015-03-25	FLOODGATE	Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning	55000000
Ayasdi	/organization/ayasdi	http://www.ayasdi.com	Analytics|Big Data|Visualization|Machine Learning	106348982	operating	USA	CA	SF Bay Area	Menlo Park	7	2008-01-01	2010-09-01	2015-03-25	GE Ventures	Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning	30600000
Ayasdi	/organization/ayasdi	http://www.ayasdi.com	Analytics|Big Data|Visualization|Machine Learning	106348982	operating	USA	CA	SF Bay Area	Menlo Park	7	2008-01-01	2010-09-01	2015-03-25	IVP	Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning	30600000
Ayasdi	/organization/ayasdi	http://www.ayasdi.com	Analytics|Big Data|Visualization|Machine Learning	106348982	operating	USA	CA	SF Bay Area	Menlo Park	7	2008-01-01	2010-09-01	2015-03-25	IVP	Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning	55000000
Ayasdi	/organization/ayasdi	http://www.ayasdi.com	Analytics|Big Data|Visualization|Machine Learning	106348982	operating	USA	CA	SF Bay Area	Menlo Park	7	2008-01-01	2010-09-01	2015-03-25	Khosla Ventures	Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning	10000000
Ayasdi	/organization/ayasdi	http://www.ayasdi.com	Analytics|Big Data|Visualization|Machine Learning	106348982	operating	USA	CA	SF Bay Area	Menlo Park	7	2008-01-01	2010-09-01	2015-03-25	Khosla Ventures	Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning	182000
Ayasdi	/organization/ayasdi	http://www.ayasdi.com	Analytics|Big Data|Visualization|Machine Learning	106348982	operating	USA	CA	SF Bay Area	Menlo Park	7	2008-01-01	2010-09-01	2015-03-25	Khosla Ventures	Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning	30600000
Ayasdi	/organization/ayasdi	http://www.ayasdi.com	Analytics|Big Data|Visualization|Machine Learning	106348982	operating	USA	CA	SF Bay Area	Menlo Park	7	2008-01-01	2010-09-01	2015-03-25	Khosla Ventures	Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning	55000000
Ayasdi	/organization/ayasdi	http://www.ayasdi.com	Analytics|Big Data|Visualization|Machine Learning	106348982	operating	USA	CA	SF Bay Area	Menlo Park	7	2008-01-01	2010-09-01	2015-03-25	Kleiner Perkins Caufield & Byers	Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning	55000000
BigPanda	/organization/bigpanda	http://bigpanda.io/	Development Platforms|Infrastructure|Enterprise Software|IT|SaaS	23000000	operating	USA	CA	SF Bay Area	Mountain View	2	2012-01-01	2014-10-28	2015-10-01	Battery Ventures	Application Performance Monitoring|Cloud Infrastructure|Data Centers|Developer Tools|Enterprise Software|Infrastructure|IT Management|SaaS|Software	16000000
BigPanda	/organization/bigpanda	http://bigpanda.io/	Development Platforms|Infrastructure|Enterprise Software|IT|SaaS	23000000	operating	USA	CA	SF Bay Area	Mountain View	2	2012-01-01	2014-10-28	2015-10-01	Mayfield Fund	Application Performance Monitoring|Cloud Infrastructure|Data Centers|Developer Tools|Enterprise Software|Infrastructure|IT Management|SaaS|Software	16000000
BigPanda	/organization/bigpanda	http://bigpanda.io/	Development Platforms|Infrastructure|Enterprise Software|IT|SaaS	23000000	operating	USA	CA	SF Bay Area	Mountain View	2	2012-01-01	2014-10-28	2015-10-01	Mayfield Fund	Application Performance Monitoring|Cloud Infrastructure|Data Centers|Developer Tools|Enterprise Software|Infrastructure|IT Management|SaaS|Software	7000000
BigPanda	/organization/bigpanda	http://bigpanda.io/	Development Platforms|Infrastructure|Enterprise Software|IT|SaaS	23000000	operating	USA	CA	SF Bay Area	Mountain View	2	2012-01-01	2014-10-28	2015-10-01	Sequoia Capital	Application Performance Monitoring|Cloud Infrastructure|Data Centers|Developer Tools|Enterprise Software|Infrastructure|IT Management|SaaS|Software	16000000
BigPanda	/organization/bigpanda	http://bigpanda.io/	Development Platforms|Infrastructure|Enterprise Software|IT|SaaS	23000000	operating	USA	CA	SF Bay Area	Mountain View	2	2012-01-01	2014-10-28	2015-10-01	Sequoia Capital	Application Performance Monitoring|Cloud Infrastructure|Data Centers|Developer Tools|Enterprise Software|Infrastructure|IT Management|SaaS|Software	7000000
BloomReach	/organization/bloomreach	http://www.bloomreach.com	Enterprise Software	41000000	operating	USA	CA	SF Bay Area	Mountain View	3	2009-01-01	2008-09-01	2012-10-18	Bain Capital Ventures	Enterprise Software	11000000
BloomReach	/organization/bloomreach	http://www.bloomreach.com	Enterprise Software	41000000	operating	USA	CA	SF Bay Area	Mountain View	3	2009-01-01	2008-09-01	2012-10-18	Bain Capital Ventures	Enterprise Software	25000000
BloomReach	/organization/bloomreach	http://www.bloomreach.com	Enterprise Software	41000000	operating	USA	CA	SF Bay Area	Mountain View	3	2009-01-01	2008-09-01	2012-10-18	Bain Capital Ventures	Enterprise Software	5000000
BloomReach	/organization/bloomreach	http://www.bloomreach.com	Enterprise Software	41000000	operating	USA	CA	SF Bay Area	Mountain View	3	2009-01-01	2008-09-01	2012-10-18	Chris Dixon	Enterprise Software	5000000
BloomReach	/organization/bloomreach	http://www.bloomreach.com	Enterprise Software	41000000	operating	USA	CA	SF Bay Area	Mountain View	3	2009-01-01	2008-09-01	2012-10-18	Lightspeed Venture Partners	Enterprise Software	11000000
BloomReach	/organization/bloomreach	http://www.bloomreach.com	Enterprise Software	41000000	operating	USA	CA	SF Bay Area	Mountain View	3	2009-01-01	2008-09-01	2012-10-18	Lightspeed Venture Partners	Enterprise Software	25000000
BloomReach	/organization/bloomreach	http://www.bloomreach.com	Enterprise Software	41000000	operating	USA	CA	SF Bay Area	Mountain View	3	2009-01-01	2008-09-01	2012-10-18	New Enterprise Associates	Enterprise Software	25000000
BrightPoint Security	/organization/vorstack-corporation	http://www.brightpointsecurity.com	Analytics|Infrastructure|Security|Software	8400000	operating	USA	CA	SF Bay Area	San Mateo	2	2011-05-01	2011-09-07	2014-04-29	Aligned Partners	Analytics|Cloud Computing|Security|Software	8400000
BrightPoint Security	/organization/vorstack-corporation	http://www.brightpointsecurity.com	Analytics|Infrastructure|Security|Software	8400000	operating	USA	CA	SF Bay Area	San Mateo	2	2011-05-01	2011-09-07	2014-04-29	EMC Ventures	Analytics|Cloud Computing|Security|Software	8400000
BrightPoint Security	/organization/vorstack-corporation	http://www.brightpointsecurity.com	Analytics|Infrastructure|Security|Software	8400000	operating	USA	CA	SF Bay Area	San Mateo	2	2011-05-01	2011-09-07	2014-04-29	Founder Collective	Analytics|Cloud Computing|Security|Software	
BrightPoint Security	/organization/vorstack-corporation	http://www.brightpointsecurity.com	Analytics|Infrastructure|Security|Software	8400000	operating	USA	CA	SF Bay Area	San Mateo	2	2011-05-01	2011-09-07	2014-04-29	TechOperators	Analytics|Cloud Computing|Security|Software	8400000
CloudPhysics	/organization/cloudphysics	http://www.cloudphysics.com	Analytics|Development Platforms	27500000	operating	USA	CA	SF Bay Area	Mountain View	4	2011-01-01	2011-11-18	2014-06-23	Diane Greene	Analytics|Virtualization	2500000
CloudPhysics	/organization/cloudphysics	http://www.cloudphysics.com	Analytics|Development Platforms	27500000	operating	USA	CA	SF Bay Area	Mountain View	4	2011-01-01	2011-11-18	2014-06-23	Icon Ventures	Analytics|Virtualization	15000000
CloudPhysics	/organization/cloudphysics	http://www.cloudphysics.com	Analytics|Development Platforms	27500000	operating	USA	CA	SF Bay Area	Mountain View	4	2011-01-01	2011-11-18	2014-06-23	Kleiner Perkins Caufield & Byers	Analytics|Virtualization	10000000
