D1,D2,D3,D4,D5,D6
1.802303,1.521739,0.352642,0.444422,0.324836,0.07851
7.541188,0.370907,1.127905,0.864615,0.579887,0.648328
1.071916,3.182131,1.024385,0.4672,0.395428,0.350709
2.970549,0.926654,0.210064,1.156129,0.35726,0.725819
1.862073,1.520506,0.518517,0.674568,0.455457,0.124275
3.741107,1.101143,0.737782,1.113323,0.276142,0.747219
4.357247,0.793033,0.468763,1.081712,0.878929,0.469904
3.767794,1.221396,1.512229,0.455199,0.283945,0.173458
5.747992,2.960863,0.593549,2.176611,0.387427,0.396886
2.183421,2.412435,1.308917,0.35801,0.427136,0.419596
6.513219,0.949272,1.026386,0.320001,1.681229,0.256732
1.449818,3.09298,1.253897,1.516636,0.676115,0.867102
3.56449,0.842736,1.137484,0.495908,0.403889,0.53432
0.846356,0.368922,0.836628,1.308188,0.477897,0.515178
2.454,1.741169,0.27809,0.798546,0.21374,0.800122
3.590404,1.756067,1.816449,0.369409,0.673936,0.16743
2.70748,0.494936,0.702014,0.239011,0.686953,0.096619
1.148497,1.682453,1.082104,0.282242,0.316599,0.143274
3.245894,2.286818,1.866991,0.80189,0.837486,0.827319
0.988161,0.820419,1.324009,0.678427,0.887407,0.295201
2.164212,2.004811,0.985789,0.79693,0.529633,0.526598
2.19959,2.964668,1.458324,0.454271,0.820519,0.238783
1.421909,0.284816,1.138637,0.281702,0.271802,0.776243
2.704518,5.294612,0.842146,1.024501,0.251837,0.612713
4.761973,0.754159,0.70628,1.047539,0.821504,0.183078
3.386066,1.377927,0.92096,0.68545,0.725665,0.743912
5.704564,0.8579,1.161564,1.166601,0.653801,0.276706
1.073394,1.576107,0.467297,0.763019,0.911062,0.641436
0.91443,1.43185,0.158027,0.711139,0.669781,0.633756
2.852961,1.02906,1.910814,0.372323,1.073084,0.7623
8.471038,0.275073,1.572999,0.843495,0.845922,0.219087
4.411248,3.468451,0.616786,0.630103,0.820241,0.48131
1.278501,0.459094,0.636688,1.220402,0.453719,0.500574
3.20417,1.374068,1.695402,0.860763,0.67176,0.477199
3.166188,2.776394,1.009773,1.948565,0.872064,0.484134
4.470153,1.41574,0.4631,0.956908,0.228259,0.57952
0.845389,1.071349,2.735165,0.185218,0.356202,0.854596
2.52925,2.481013,1.460319,0.109996,0.322343,0.330399
2.414223,2.420031,1.356231,1.146502,0.623454,0.056241
1.967565,2.669048,1.16073,0.932936,0.449735,0.797531
4.27884,1.627587,0.393314,1.818077,0.474084,0.602941
2.376101,2.323715,1.520398,1.153912,0.349253,0.452446
3.902553,1.821648,1.21927,1.806567,0.730977,0.131495
1.272918,1.636922,0.921803,1.119353,0.697456,1.713941
4.006439,0.845658,2.011108,1.285033,0.585848,0.91136
3.910307,0.400553,0.795375,1.010394,0.422118,0.481322
0.627327,0.574507,0.334443,0.497474,0.480658,0.348889
3.064924,3.372502,0.353821,0.543141,0.667997,0.85176
3.211395,1.364173,0.551217,1.364966,0.937484,0.578949
4.598497,4.04926,1.393804,0.990516,0.854339,1.418331
3.506806,1.481089,1.506682,0.411553,0.844697,0.714909
3.588559,1.210145,1.882125,0.58952,0.183808,0.38067
2.431767,0.318201,0.685781,0.757637,0.340073,0.329544
4.439345,0.999831,1.597722,2.151621,0.712828,0.353184
4.306872,2.044292,1.817044,0.306988,0.597752,0.480021
3.775177,1.128864,1.127056,0.61703,0.447105,0.373487
2.997562,4.159164,2.560214,0.610659,0.384591,0.458406
2.224525,2.027801,0.924491,0.899601,0.74202,0.494149
4.583203,1.198319,0.839835,1.193415,0.496225,0.387422
2.039961,1.859619,0.945242,0.115677,0.474978,0.324316
3.348412,2.008794,1.367307,1.035559,0.779673,0.635461
6.362377,1.927314,1.04731,0.234567,0.478733,0.853101
4.769701,1.086278,0.827834,0.345753,0.601846,0.55982
2.724035,1.25551,0.443948,0.587023,0.603653,0.38946
4.540674,0.87019,0.709515,0.203975,0.543482,0.925972
2.464594,2.563012,0.735732,0.829929,0.28739,0.161624
1.980714,1.37709,1.921554,0.790816,0.53989,0.636086
0.267786,1.680732,0.47151,0.666784,0.148659,0.406794
5.418641,1.365981,0.989316,0.524431,0.107802,0.452077
3.314081,1.496564,0.900372,0.153034,0.245332,1.113052
6.551786,0.630687,0.292672,0.379475,0.23875,0.830124
2.118804,0.774109,0.43124,1.201154,0.227074,0.878415
4.509809,1.162207,0.819184,0.481532,0.551074,0.45238
1.705087,1.503612,0.382966,0.414917,0.562253,0.282154
6.421913,1.488924,0.457605,0.573169,0.530329,0.441717
3.713729,1.516815,0.828527,1.819417,0.543424,0.41872
1.430207,0.711425,1.269298,1.281695,0.799318,0.492694
1.969405,1.990403,2.028963,0.713527,0.362713,0.277201
3.607066,1.957189,0.289814,0.237993,1.020474,0.847729
3.908435,0.168691,1.824297,0.300434,0.517288,0.367876
1.571658,0.196531,1.327199,0.62105,0.694222,0.872137
1.927861,0.657419,1.11878,1.666614,0.840671,0.34295
1.802955,0.688546,0.213484,0.705073,0.319567,0.736875
1.809063,1.246934,0.456671,0.274694,0.87102,0.712152
4.943606,2.238354,0.822184,0.324513,0.639025,0.40801
2.073083,0.812665,1.583688,0.700127,0.416593,0.553697
2.694179,1.681224,1.375913,0.295541,0.786587,0.749094
1.49633,2.017468,0.797827,0.163241,0.277028,0.791054
1.789367,1.964228,0.500543,0.841374,0.897401,0.446666
3.361272,2.622674,0.553921,0.586363,0.436964,1.102471
2.461311,1.147607,0.390328,0.806972,0.514297,1.228116
3.406015,1.619225,0.982663,0.655558,0.572615,0.365474
1.61789,1.375564,1.885354,0.868323,0.526227,0.522692
2.653753,1.982699,0.592603,0.442939,0.43798,0.93843
5.128199,1.174099,1.784883,1.375007,0.863696,0.679223
1.896844,1.108378,1.25983,0.88152,0.173711,0.71594
2.765847,1.457758,0.357672,0.321646,0.221116,0.594257
4.469675,1.768322,1.097317,0.502095,0.408339,0.688308
1.967324,1.264754,0.420163,2.64785,0.64311,0.464546
1.266675,1.145802,1.661537,2.093291,0.416645,0.600206
1.182286,1.242748,0.739,1.168888,0.179068,0.135191
2.246389,0.587943,1.723904,0.41423,0.726272,0.505958
2.013105,0.614399,1.031245,0.844571,0.493528,0.137629
3.925522,1.131421,1.249095,0.500961,0.080566,0.320458
3.57396,2.05098,1.535492,0.921202,0.927222,0.470242
1.272166,1.618356,0.357673,1.223813,0.488334,0.26778
1.734514,2.845311,1.047128,0.863341,0.391245,0.221915
6.982496,0.904111,0.975719,1.097473,0.653949,0.345359
1.678508,1.555098,1.130034,0.967679,0.912723,0.50563
2.703188,3.419694,0.815755,0.582487,0.127195,0.937377
2.819481,0.433607,1.502895,0.184214,0.418747,1.129584
1.871601,1.375276,0.667593,0.760672,0.796915,0.651941
1.532938,1.491612,0.353333,0.874716,0.511844,0.376037
3.616994,3.267498,0.384086,1.093002,0.690172,0.459214
1.225322,2.516124,0.860763,1.020022,0.487585,0.596229
3.447411,1.49345,0.304144,0.658053,0.225402,0.184759
2.906643,0.36893,0.717699,0.860885,0.522512,0.221509
1.285436,0.817197,0.604149,0.135248,1.436047,0.551242
4.766881,1.656984,1.686591,0.805722,0.155229,0.363032
4.727345,1.045579,0.948935,0.789833,0.33439,0.52114
5.246572,0.834886,0.241257,0.484549,0.805937,0.370508
2.81838,4.303746,0.152274,0.463322,1.138925,0.848421
1.164189,1.413559,0.399937,0.468984,0.231102,0.147613
1.160025,2.252304,0.398756,0.372623,1.018702,0.181341
3.166558,0.702802,1.951131,0.317445,0.302439,0.90598
7.964049,2.0837,1.41176,0.449522,0.495814,2.038811
4.237366,2.047559,2.009493,0.950099,0.2436,0.547616
3.281074,2.568216,1.699345,0.729533,0.888335,0.682915
1.586569,1.018679,0.350289,0.32996,0.733564,0.686695
2.306353,0.765767,0.721689,0.083293,0.494798,0.402877
1.511713,0.145477,0.416997,0.813539,0.299334,0.303187
5.142743,1.099464,2.550412,0.265335,0.618488,0.770492
6.454819,0.512769,0.744301,1.00829,0.341461,0.983828
3.170529,1.448508,0.358837,0.684311,0.357973,1.79699
0.803602,1.096214,1.005612,0.575446,0.524313,0.612599
7.596906,1.992071,0.506177,0.13235,0.227995,0.65381
3.400045,2.287477,0.118667,0.426532,0.607998,0.677995
2.896041,1.14886,0.599722,0.677419,0.691885,0.550823
6.959771,0.863464,0.464433,0.238104,0.642394,0.61965
4.882732,3.571373,1.434581,0.31513,0.287108,0.428417
2.220214,0.253948,1.479582,0.79182,0.395954,0.242567
4.059601,1.94077,0.589096,0.540201,0.373331,0.693234
2.355873,1.359797,0.539778,0.271031,0.897557,1.435624
4.94398,3.333317,2.210602,1.295079,0.244271,0.87127
2.232009,0.390508,0.770379,0.880072,1.653887,0.771036
4.165202,2.057412,2.156669,0.618777,0.171043,0.426388
0.59225,2.439759,0.906831,1.506505,0.881378,0.267585
2.371616,2.273608,1.624297,0.908163,0.199805,0.09355
2.444266,0.582519,0.306849,0.924893,0.835308,0.382873
1.870026,2.274339,1.545418,0.620258,0.104296,0.407287
6.046534,1.291145,1.240432,0.883381,0.689818,0.771454
4.728643,3.861047,1.861338,1.384836,0.490403,0.275902
1.708988,0.322425,0.848087,0.653406,0.291103,0.281217
3.37936,1.146016,0.710483,0.610617,1.537994,0.321173
1.545021,0.425441,0.84433,0.810916,0.291649,0.509373
2.281463,1.852376,0.62899,1.119728,0.792196,0.682958
2.862661,0.770424,0.979545,0.469438,1.23571,0.339558
4.483469,1.761687,0.362001,1.023969,0.188182,0.184867
2.652028,1.831543,0.860589,0.233542,0.060526,1.142821
4.046432,1.091542,0.964049,1.107921,0.418481,0.905169
1.707428,1.069257,0.438667,0.283804,0.574596,0.817093
1.244008,1.139797,0.517774,0.312396,0.272901,0.155199
2.654256,1.821649,2.054749,1.238123,0.28577,0.526485
1.649068,1.50969,0.212837,0.556206,0.180926,1.157358
4.6749,1.095455,1.326758,1.387466,0.310188,0.267578
0.557823,0.557411,0.552228,1.708836,0.248505,0.615403
2.83384,1.316375,0.256499,0.60928,0.639537,0.342388
2.968904,1.723939,1.163479,0.695123,0.127704,0.591361
6.710708,1.687822,1.211206,1.306455,0.61088,0.361817
2.05202,2.1803,1.277422,1.00283,0.510623,0.269939
0.895012,1.009829,0.98978,0.638074,0.443821,0.711967
9.329715,1.3457,0.410215,0.557053,0.356698,0.461551
3.416571,1.445401,1.556447,0.76593,0.474711,0.564968
1.276378,2.869495,0.631217,1.242293,1.220032,0.727472
3.988208,1.173736,1.05924,0.675528,0.454354,0.508206
6.204355,1.438438,1.344591,0.589167,1.725714,0.151529
1.492468,1.167064,1.07545,0.741558,0.168675,0.517741
3.279681,1.250651,0.471127,0.350228,0.397027,0.571996
1.412037,2.196716,1.757594,1.534924,0.498025,0.491996
3.452436,0.909122,2.07422,0.216117,0.507833,0.191967
5.728639,2.351065,1.604226,1.133918,0.347831,0.351568
3.085401,0.535132,1.399265,0.910479,0.218375,0.267711
4.274922,2.926473,0.48596,0.5222,0.871985,0.791258
1.771642,0.642815,0.920862,0.249384,0.673095,0.395043
1.610838,0.943077,1.401226,0.303954,0.320329,0.729903
0.923466,2.843308,0.134167,0.66725,0.381447,0.646616
1.869916,2.506292,0.900692,0.584201,0.574439,0.350606
2.443209,2.977242,0.483013,0.599039,0.555874,0.568416
0.96293,1.686978,0.398093,0.261529,0.202487,0.282807
1.423055,1.126846,0.513213,0.222368,0.780646,0.492719
4.356344,1.273435,1.580231,0.544195,0.189128,0.420917
5.266449,1.867081,0.099119,0.61954,0.270421,0.131165
2.022206,1.42869,1.213938,0.676745,0.740363,0.723051
1.193447,1.790297,1.250593,0.346148,0.159549,0.415794
2.126418,1.515275,0.941842,1.280348,0.57309,0.841355
0.863968,2.116431,0.530282,0.135353,0.325013,1.168288
0.653857,2.038789,0.25576,0.687655,1.280764,0.143768
2.547956,0.406629,1.256651,0.189838,0.432986,0.456103
3.568404,1.4832,0.491254,0.201477,0.405413,0.364466
3.60555,1.617039,1.086909,0.392118,0.267609,1.790082
3.605195,1.501853,0.994229,0.666216,1.076517,0.835753
0.611869,1.574306,0.974227,0.889599,0.575239,0.896133
4.448573,1.865089,0.30365,0.46148,0.414596,1.253466
4.423268,0.575519,1.749647,0.456791,0.761869,0.661809
1.577719,0.525141,1.682021,0.580927,0.238668,1.331909
1.852724,1.173917,1.430921,0.943083,0.928046,0.269129
5.200659,1.653449,0.445811,0.89041,0.852551,0.323031
4.445551,2.193244,0.361078,0.320011,0.721046,0.292175
1.928754,0.838115,0.22715,0.299628,0.264575,0.479698
1.959919,1.044795,1.597949,0.14738,0.446836,0.330476
2.203249,1.948178,0.866032,0.513222,0.639466,1.298005
1.199942,0.732795,0.824649,1.327078,0.364328,0.481315
2.771591,0.416516,0.466081,0.423677,0.395252,0.41542
2.279983,1.383349,1.487376,0.799869,0.226928,2.597855
3.232106,4.317791,0.136723,1.678332,0.306243,0.737674
1.742567,1.890358,0.64423,0.899758,0.337749,0.088065
1.814486,2.557767,0.523051,0.446134,0.461288,0.09686
5.120951,1.110613,1.01515,0.539761,1.319771,0.645418
1.909142,1.018035,0.34806,0.394834,0.729911,0.394104
4.316468,2.161191,1.108989,0.314693,0.779292,0.165133
5.360584,2.162653,1.639465,1.794078,0.676068,0.136327
1.534096,0.501567,0.883517,0.646024,0.218699,0.832329
2.47538,1.404336,1.373451,0.570322,0.24592,0.151707
2.401435,1.46807,0.450148,0.744556,1.033305,0.795958
5.614971,0.437821,0.853877,1.683293,0.495067,0.226139
2.948285,1.360814,1.384018,0.660905,0.33013,0.240459
2.315259,2.03064,1.118456,1.024108,0.339449,0.560155
2.532089,0.606753,1.192087,0.799716,0.648337,0.459253
2.076733,1.451376,0.821766,0.504449,0.335008,0.275212
1.425651,1.132235,1.279472,1.225645,0.446266,1.05874
4.845348,0.9786,1.960302,0.360884,0.374658,0.19918
3.223198,1.061827,1.50439,0.993423,0.307332,0.196484
2.126608,1.268611,0.363453,0.673559,0.493692,0.274479
3.9058,0.033844,3.228755,0.928213,0.432153,0.292955
2.616899,2.192002,0.4412,1.536894,0.258179,0.790696
5.014844,1.938412,0.484888,0.452708,0.529436,0.751471
3.992359,2.774573,0.60716,0.281396,0.395965,0.875465
1.423875,1.221774,0.374349,3.076976,0.431553,0.484997
5.952847,2.412772,1.112554,0.135251,0.774931,0.210347
0.639597,0.543677,0.648839,0.230741,0.591204,0.645495
1.970241,0.917131,0.432897,0.965639,0.23493,0.419868
2.087279,2.024481,0.736077,0.729037,0.307174,0.392116
0.923139,0.789251,0.423129,0.896304,0.348826,0.382836
0.646816,1.462951,0.194307,1.052181,0.91884,1.0845
1.815403,0.665095,1.032698,0.556211,0.178388,0.594679
4.007214,1.381541,1.032381,0.596582,0.442737,0.189117
3.358902,1.274552,0.52078,0.445202,0.757736,0.076507
2.279165,1.305919,0.258191,1.293582,0.760778,0.36016
2.107277,1.12394,0.142823,0.626415,0.744971,0.542623
1.102179,2.019061,1.218325,0.685685,0.537385,1.163436
2.603807,2.026006,0.885242,1.029318,1.519535,0.316727
4.328666,1.01436,1.352576,0.241795,0.666565,0.397668
3.406824,3.124899,1.403033,0.334247,0.719327,0.628357
1.125628,2.230657,0.206947,0.768011,2.006833,0.133724
2.935095,2.126513,1.230266,0.550249,1.133687,0.455356
5.067583,1.223355,1.811201,0.60163,0.657596,0.877379
1.042798,2.051178,0.852204,1.363715,0.657144,0.758357
5.503172,2.496329,1.846822,1.051348,0.154925,0.698042
1.422025,0.986263,1.217618,0.487252,0.597093,0.362471
4.114053,1.691719,0.527005,0.452183,0.429188,0.693228
1.331074,0.776564,0.824351,1.040072,0.67023,0.778901
10.268568,0.598736,0.4916,0.222126,0.288078,0.216831
1.608128,0.958717,0.618169,0.4252,0.258578,1.077152
2.526832,2.066545,0.950728,0.749211,0.513527,0.194393
1.809713,1.213663,0.210616,0.796601,0.978059,0.47659
6.339082,3.183842,0.549939,0.5634,0.909116,0.185512
2.702157,0.790249,0.94537,0.84552,0.733651,0.225295
4.463695,1.175576,0.409734,0.737608,0.644627,0.226314
1.117766,1.990973,1.906653,0.61474,1.018211,0.289512
3.186941,0.867215,0.901548,1.140143,0.690616,0.957502
2.057602,2.542877,1.008799,1.263107,0.877036,0.819717
2.835439,1.210857,0.795075,0.894842,0.457192,0.341472
4.18365,0.731733,0.357341,0.637149,0.153398,0.341117
4.272306,1.137113,0.430022,0.633818,0.923945,0.404687
1.860417,2.375687,0.154452,1.043597,0.59292,0.120655
4.419664,0.919069,0.996813,0.562501,0.354078,0.116835
1.294397,3.612659,0.836226,0.222889,0.334481,0.191715
2.608641,1.762398,1.756145,0.466162,0.460344,0.461845
7.927947,2.419115,1.204733,0.560081,0.520604,0.609957
1.911303,1.958608,0.70685,0.233905,0.639406,0.305926
1.897503,1.460041,0.773321,0.162819,0.540767,0.310876
3.11933,3.361398,0.650708,1.078978,0.612527,0.136027
2.581421,1.377433,0.41188,0.598311,0.262788,0.660463
1.545607,1.794581,0.91765,1.119981,0.572012,0.952697
1.846026,1.546167,1.745723,0.755144,0.151535,0.235126
1.817523,0.832792,0.43901,0.779284,0.464877,0.715003
2.268891,0.758896,1.651831,0.862597,0.268907,0.553576
3.371161,3.090517,1.798519,0.547458,0.408521,0.684262
4.326813,1.053893,1.766108,1.477546,0.252689,0.114073
6.035991,0.443126,1.262207,0.592649,0.389288,0.377294
5.332014,1.567537,1.137211,0.656359,1.124753,0.281064
1.95949,0.421756,1.320042,0.423771,0.569618,0.226276
4.050182,0.810171,0.95549,0.906874,0.536745,0.549296
3.550313,0.992648,1.209666,2.106835,0.495866,0.1976
6.94402,1.053745,2.702573,1.084734,1.336771,0.57788
2.316002,1.177082,1.166039,0.38901,0.397207,0.772172
3.524703,1.558024,0.737253,1.338205,0.526536,1.263545
4.029234,1.3648,0.609183,1.323186,0.709522,0.628515
2.778781,0.851152,1.91268,0.657761,1.401183,0.454392
1.721445,1.482304,0.709996,0.767129,0.386219,1.030843
6.686717,0.942353,0.797172,0.487979,0.913514,0.181775
4.461114,0.586308,1.105213,0.228707,0.369653,0.058237
2.917093,0.727383,0.993029,0.218498,1.175363,0.202648
5.508445,1.382705,0.729304,0.414445,0.316726,0.644426
1.305029,3.45004,1.253018,0.391067,0.9934,1.215867
1.085808,1.669226,0.508805,0.895053,0.259159,0.191528
7.604561,2.601173,0.417206,0.393428,0.771303,0.213559
2.006809,1.374413,0.837192,0.867495,0.494111,0.886066
4.81532,1.37141,0.967074,0.510941,0.614449,0.337127
0.997518,1.393177,0.609548,1.232232,0.431279,0.937003
1.852656,0.464032,0.522654,0.286874,1.255905,0.718515
3.314087,0.603553,2.698221,1.279203,1.21282,0.653608
4.715063,2.097602,0.9279,1.773647,0.404508,0.317759
2.601384,1.39157,0.937503,1.835587,0.293678,0.510357
2.097917,2.891267,0.939004,0.239262,0.62155,0.232829
2.757639,0.734459,0.95863,0.573777,0.776839,1.07972
2.551117,1.265846,0.780841,1.003404,0.096509,0.383931
2.749264,1.799944,0.268822,0.704953,0.650405,0.808627
3.102222,1.494592,0.742638,1.221337,0.110835,0.706165
0.31443,0.946025,1.117292,1.01776,1.350141,0.767504
2.769826,0.877072,0.768749,0.350232,0.806893,1.113417
1.13152,0.566091,0.422084,1.02438,0.301579,0.332037
1.524354,0.798919,0.984696,0.735369,1.02091,0.602701
1.976356,2.457758,0.51752,0.735872,0.618377,0.124626
2.880701,0.409306,0.548223,1.581954,0.847509,0.239659
8.488871,1.105417,0.640444,1.645754,0.516745,0.348009
1.164303,1.496979,2.179667,0.824241,0.459444,0.704098
0.541345,1.028253,1.208289,1.12937,1.016715,0.374783
9.51006,0.941509,0.313168,0.2262,0.175937,0.616447
1.237001,1.248998,1.022894,0.602649,1.147053,0.74803
1.883383,0.467778,0.481086,0.196403,1.254168,0.33497
2.160912,1.869269,0.3784,1.055584,0.690993,0.249301
1.365955,1.829048,0.971133,0.317681,0.151959,0.202817
4.424256,3.989621,0.383207,1.350969,1.063107,0.466878
3.55549,1.647516,0.478247,0.713682,0.148297,0.707091
1.988846,1.783985,1.986539,1.034761,0.114606,0.507813
4.976456,0.755362,1.259374,0.255603,0.344871,0.699385
3.458097,2.710273,1.773363,1.339131,0.575112,1.068339
4.205363,1.138325,0.776093,0.948943,0.438416,0.160124
3.457908,2.317444,0.502988,0.937124,0.318511,1.114933
0.920609,0.657725,0.773277,0.956182,0.417754,0.291514
1.219526,0.590741,0.769151,0.306422,0.438197,0.413213
3.24516,1.328982,0.228987,1.445002,0.293047,0.284749
1.524611,4.572079,0.941716,0.819141,1.203293,0.175812
2.510405,2.162864,0.228543,1.444305,1.41438,0.508521
2.463982,0.717487,1.126535,1.631023,0.384383,0.465022
3.045354,0.454432,0.652656,0.367787,0.353378,0.251356
1.338459,0.745489,0.607301,1.842197,0.101131,0.484423
2.285646,0.619695,0.23267,1.793753,0.919572,0.683807
2.242198,1.209303,0.566268,0.642539,1.115714,0.250242
3.622957,1.79707,0.842628,0.344223,0.625377,0.581532
1.237035,1.91085,0.826448,1.062146,0.904995,0.212332
2.210144,1.043336,1.326558,0.327775,0.585525,1.100863
3.581443,4.480868,0.348534,1.489706,0.230921,0.899575
2.36796,1.705201,1.231291,0.479892,1.445365,0.580794
2.141947,1.612352,0.891769,0.561676,0.538161,0.688062
2.637626,1.149156,1.002241,0.924539,0.267355,0.555566
1.082414,2.299372,0.249711,0.653031,0.169076,0.22532
1.912754,0.568261,0.576972,1.353428,0.100684,0.688584
2.38659,0.349031,1.107295,0.767417,0.383659,0.442723
0.839416,2.915572,1.334837,0.670326,0.467142,0.475091
3.27103,0.844265,0.563669,0.719349,0.455308,0.421544
2.259304,0.594831,0.462102,0.267257,0.580761,0.594227
1.865924,2.567901,0.44462,0.875622,0.546719,0.180057
3.962212,0.818399,1.313886,1.20382,0.501097,0.301716
4.423736,1.229167,0.500024,1.255425,1.051552,1.32948
7.130518,1.038341,0.921442,1.004831,0.503969,0.648094
5.240886,0.821235,1.162623,0.364186,0.333392,0.481981
3.502887,4.432156,1.230682,0.688927,0.521341,1.008047
4.080276,1.459916,0.854155,0.828194,1.733391,0.353895
4.829687,2.539477,0.39977,0.737586,0.776784,0.228016
3.127657,4.819724,0.225144,0.319275,0.613405,0.323272
2.605238,0.8482,2.06335,0.424153,0.145674,0.484463
0.610804,1.172851,1.584681,1.113325,1.012921,0.323287
2.914305,1.271295,1.920851,0.300112,0.342539,0.507439
0.120812,2.46745,0.655928,1.245042,0.264467,0.148867
2.384459,0.864361,0.584861,0.360666,0.51635,0.716687
1.648074,1.460102,2.016276,0.659759,0.799357,0.501207
0.577287,1.718688,1.590259,0.283978,1.159756,0.391274
3.397707,1.131724,1.245139,0.61779,0.766623,0.58135
3.239251,1.65685,0.889944,0.549332,0.750234,0.614013
2.212333,1.856285,1.837626,0.644455,0.663164,1.002056
0.692644,2.153189,0.413299,0.714368,0.414237,1.28747
2.626899,2.110556,0.793836,0.196688,0.215653,0.762248
1.06171,2.430141,0.997472,0.974323,0.32839,0.476975
1.771341,1.293179,0.684748,0.486708,0.738688,0.359407
1.959206,0.840491,1.425239,0.604849,0.678403,0.038444
6.647022,2.694463,1.832234,0.327486,0.593703,0.157226
1.727909,0.575365,0.396988,0.660132,0.480483,0.36098
2.749422,3.216131,0.516789,0.103559,0.439892,0.626967
4.613914,1.567953,0.745504,0.831089,1.438017,0.662893
0.354932,0.667555,1.472766,1.180902,0.482503,0.526132
3.216673,1.442906,0.804855,0.845809,0.072233,0.587224
7.383648,2.145246,0.674914,1.403179,0.04641,0.409177
5.073236,0.999912,0.293177,0.77639,0.600029,0.300353
2.827601,2.767278,0.215907,0.627796,0.650349,0.337829
2.437911,2.518084,0.943999,1.010783,1.17307,0.40058
3.776296,1.252032,0.926737,0.711369,0.056518,0.360377
1.781246,1.559068,0.514402,0.96489,1.244181,0.074045
3.045704,0.911672,0.974363,2.007732,0.687897,0.427865
3.456614,1.598501,0.812115,1.060026,1.301884,1.195073
7.657003,3.455148,3.593417,0.569232,0.387248,0.484656
4.119366,1.842148,0.359965,0.375764,0.80777,0.60574
1.64248,1.914487,1.201505,1.09212,0.99516,0.269877
1.96898,0.665207,0.751906,0.99342,0.202625,0.521064
6.06545,1.333507,0.921142,0.171389,0.562942,0.592046
4.458807,1.071133,2.034503,0.699245,1.341102,0.378439
3.752559,1.182825,0.56436,0.97711,1.028406,1.038039
3.174221,0.775545,0.749742,0.942674,0.325762,0.371028
1.498157,0.990181,0.620213,0.540985,0.978651,0.385276
1.850402,1.015837,0.578278,0.497413,1.07906,0.50671
3.170348,2.145565,1.034345,1.462557,0.205459,0.270234
1.396843,0.954435,0.652235,0.349373,0.197234,0.673294
1.776721,1.00737,0.462586,0.285569,0.852633,0.309065
1.127936,0.555568,1.565143,0.527866,0.270684,0.281565
2.678469,0.854928,0.450526,1.409666,0.401235,0.190973
2.004042,1.806601,0.473317,1.473173,0.069896,0.302445
1.093594,1.862761,0.756045,2.299735,0.321097,0.368143
3.867401,1.545294,0.643946,1.073189,0.455933,0.501474
3.641152,0.55309,0.487258,1.77446,0.925844,0.489851
6.374551,1.817448,0.273921,0.287753,0.308142,0.817891
5.553004,0.530559,0.284176,0.67854,0.159126,0.166258
5.975785,1.08489,0.561317,1.430152,0.239947,0.78641
